Título,Precio,Dirección,URL,Metros cuadrados,Recámaras,Baños
"Casa en venta en Fracc Lomas del Mediterráneo #294Int. 164, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29780495","$3,850,000 MXN","Casa en venta en Fracc Lomas del Mediterráneo  #294Int. 164, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-fracc-lomas-del-mediterraneo-294-las-lomas-residencial-veracruz-29780495#pagina=2&tipos=casas-venta&area=veracruz&pos=27,215,3,3
"Boulevard Rivera Veracruzana km 2.5 #59Int. 165, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29759798","$3,495,000 MXN","Boulevard Rivera Veracruzana km 2.5 #59Int. 165, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-boulevard-rivera-veracruzana-km-25-59-las-lomas-residencial-veracruz-29759798#pagina=2&tipos=casas-venta&area=veracruz&pos=28,120,2,2
"Casa en Preventa en Veracruz Ejido Primero de Mayo #265Int. 16, Col. Ejido Primero de Mayo Sur, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94297, ID: 29997293","$2,500,000 MXN","Casa en Preventa en Veracruz Ejido Primero de Mayo  #265Int. 16, Col. Ejido Primero de Mayo Sur",https://propiedades.com/inmuebles/casa-en-venta-casa-en-preventa-en-veracruz-ejido-primero-de-mayo-265-ejido-primero-de-mayo-sur-veracruz-29997293#pagina=2&tipos=casas-venta&area=veracruz&pos=29,120,3,2
"Casa en venta en Veracruz con hab PB Fracc Punto Lomas #298Int. 147, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29910730","$4,050,000 MXN","Casa en venta en Veracruz con hab PB  Fracc Punto Lomas  #298Int. 147, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-con-hab-pb-fracc-punto-lomas-298-las-lomas-residencial-veracruz-29910730#pagina=2&tipos=casas-venta&area=veracruz&pos=30,215,4,4
"Casa en venta Veracruz de 1 piso Fracc Las Palmas Medellín #294Int. 164, Col. Las Palmas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 29936738","$3,200,000 MXN","Casa en venta  Veracruz de 1 piso Fracc Las Palmas Medellín #294Int. 164, Col. Las Palmas",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-veracruz-de-1-piso-fracc-las-palmas-medellin-294-las-palmas-veracruz-29936738#pagina=2&tipos=casas-venta&area=veracruz&pos=31,147,3,2
"Casa en venta en Veracruz Fracc Lomas del Mediterráneo #294Int. 265, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29910541","$2,800,000 MXN","Casa en venta en Veracruz Fracc Lomas del Mediterráneo  #294Int. 265, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-del-mediterraneo-294-las-lomas-residencial-veracruz-29910541#pagina=2&tipos=casas-venta&area=veracruz&pos=33,115,2,2
"Departamento en venta en Veracruz Fracc Costa Verde #294Int. 164, Col. Costa Verde, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94294, ID: 29893785","$2,890,000 MXN","Departamento en venta en Veracruz  Fracc Costa Verde  #294Int. 164, Col. Costa Verde",https://propiedades.com/inmuebles/casa-en-venta-departamento-en-venta-en-veracruz-fracc-costa-verde-294-costa-verde-veracruz-29893785#pagina=2&tipos=casas-venta&area=veracruz&pos=34,85,2,2
"Casa en venta en Veracruz Fracc Lomas Residencial #23Int. 294, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29840675","$3,900,000 MXN","Casa en venta en Veracruz Fracc Lomas Residencial  #23Int. 294, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-residencial-23-las-lomas-residencial-veracruz-29840675#pagina=2&tipos=casas-venta&area=veracruz&pos=36,320,3,4
"Casa en venta en Veracruz Fracc Xana #165Int. 948, Col. Xana II, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91726, ID: 29901030","$995,000 MXN","Casa en venta en Veracruz Fracc Xana  #165Int. 948, Col. Xana II",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-xana-165-xana-ii-veracruz-29901030#pagina=2&tipos=casas-venta&area=veracruz&pos=37,71,2,1
"COSTA DE ORO, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 29986604","$6,350,000 MXN","COSTA DE ORO, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-costa-de-oro-veracruz-29986604#pagina=2&tipos=casas-venta&area=veracruz&pos=40,240,3,3
"Casa en venta en Veracruz con hab en pb Col Centro #164Int. 268, Col. Veracruz Centro, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91700, ID: 29945137","$1,860,000 MXN","Casa en venta en Veracruz con hab en pb Col Centro  #164Int. 268, Col. Veracruz Centro",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-con-hab-en-pb-col-centro-164-veracruz-centro-veracruz-29945137#pagina=2&tipos=casas-venta&area=veracruz&pos=41,128,2,2
"FRACC BANUS, Col. Los Manantiales Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29976515","$2,200,000 MXN","FRACC BANUS, Col. Los Manantiales Residencial",https://propiedades.com/inmuebles/casa-en-venta-fracc-banus-los-manantiales-residencial-veracruz-29976515#pagina=2&tipos=casas-venta&area=veracruz&pos=42,180,4,3
"Casa en venta-renta en Veracruz Fracc Playas del Conchal #295Int. 164, Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29931836","$3,600,000 MXN","Casa en venta-renta en Veracruz Fracc Playas del Conchal  #295Int. 164, Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-ambos-casa-en-ventarenta-en-veracruz-fracc-playas-del-conchal-295-playas-de-conchal-veracruz-29931836#pagina=2&tipos=casas-venta&area=veracruz&pos=43,230,3,3
"Casa en venta en Veracruz con Local comercial Col Sedán #165Int. 948, Col. Rafael Díaz Serdan, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91963, ID: 29759762","$1,950,000 MXN","Casa en venta en Veracruz con Local comercial Col Sedán  #165Int. 948, Col. Rafael Díaz Serdan",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-con-local-comercial-col-sedan-165-rafael-diaz-serdan-veracruz-29759762#pagina=2&tipos=casas-venta&area=veracruz&pos=44,249,3,4
"Casa en venta Veracruz totalmente amueblada Fracc Galaxia #298Int. 147, Col. Galaxia, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94294, ID: 29914512","$7,600,000 MXN","Casa en venta  Veracruz totalmente amueblada Fracc Galaxia  #298Int. 147, Col. Galaxia",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-veracruz-totalmente-amueblada-fracc-galaxia-298-galaxia-veracruz-29914512#pagina=2&tipos=casas-venta&area=veracruz&pos=45,340,3,4
"Casa en venta en Fracc. Lomas Residencial #284Int. 168, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29914661","$3,800,000 MXN","Casa en venta en Fracc. Lomas Residencial  #284Int. 168, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-fracc-lomas-residencial-284-las-lomas-residencial-veracruz-29914661#pagina=2&tipos=casas-venta&area=veracruz&pos=46,248,3,4
"casa en venta en Veracruz Fracc Punta Tiburón #264Int. 297, Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29426320","$6,900,000 MXN","casa en venta en Veracruz Fracc Punta Tiburón  #264Int. 297, Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-punta-tiburon-264-punta-tiburon-residencial-marina-y-golf-veracruz-29426320#pagina=3&tipos=casas-venta&area=veracruz&pos=3,298,4,4
"Casa en venta en Veracruz Col Ignacio Zaragoza #294Int. 164, Col. Ignacio Zaragoza, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91910, ID: 29900489","$2,800,000 MXN","Casa en venta en Veracruz Col Ignacio Zaragoza  #294Int. 164, Col. Ignacio Zaragoza",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-col-ignacio-zaragoza-294-ignacio-zaragoza-veracruz-29900489#pagina=3&tipos=casas-venta&area=veracruz&pos=4,135,3,2
"Casa en venta Veracruz con Hab en PB Facc Lomas de la Rioja #61Int. 84, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29997358","$3,920,000 MXN","Casa en venta Veracruz con Hab en PB Facc Lomas de la Rioja  #61Int. 84, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-veracruz-con-hab-en-pb-facc-lomas-de-la-rioja-61-lomas-de-la-rioja-veracruz-29997358#pagina=3&tipos=casas-venta&area=veracruz&pos=5,230,3,3
"Casa en Venta en Veracruz con alberca Fracc Lomas del Sol #598Int. 658, Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29695453","$3,990,000 MXN","Casa en Venta en Veracruz con alberca  Fracc Lomas del Sol  #598Int. 658, Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-con-alberca-fracc-lomas-del-sol-598-lomas-del-sol-veracruz-29695453#pagina=3&tipos=casas-venta&area=veracruz&pos=7,197,3,3
"Casa en venta en Veracruz Fracc Lomas Residencial en esquina #2Int. 265, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29743048","$3,750,000 MXN","Casa en venta en Veracruz Fracc Lomas Residencial en esquina #2Int. 265, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-residencial-en-esquina-2-las-lomas-residencial-veracruz-29743048#pagina=3&tipos=casas-venta&area=veracruz&pos=8,253,3,2
"BOCA DEL RIO #50, Col. Costa de Oro (Arroyo de Oro), San Andrés Tuxtla, Veracruz de Ignacio de la Llave, México, C.P. 95802, ID: 29997172","$667,000 MXN","BOCA DEL RIO  #50, Col. Costa de Oro (Arroyo de Oro)",https://propiedades.com/inmuebles/casa-en-venta-boca-del-rio-50-costa-de-oro-arroyo-de-oro-veracruz-29997172#pagina=3&tipos=casas-venta&area=veracruz&pos=9,170,4,3
"Casa en venta en Veracruz Fracc Los Héroes #614Int. 294, Col. Los Héroes Veracruz, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91698, ID: 29849434","$1,250,000 MXN","Casa en venta en Veracruz Fracc Los Héroes  #614Int. 294, Col. Los Héroes Veracruz",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-los-heroes-614-los-heroes-veracruz-veracruz-29849434#pagina=3&tipos=casas-venta&area=veracruz&pos=10,67,2,1
"Casa en venta en Veracruz Fracc Lomas de la Rioja #265Int. 269, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29521867","$3,900,000 MXN","Casa en venta en Veracruz Fracc Lomas de la Rioja  #265Int. 269, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-de-la-rioja-265-lomas-de-la-rioja-veracruz-29521867#pagina=3&tipos=casas-venta&area=veracruz&pos=11,214,3,3
"Casa en venta en Veracruz Fracc Lomas de la Rioja #619Int. 297, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29390017","$3,700,000 MXN","Casa en venta en Veracruz Fracc Lomas de la Rioja  #619Int. 297, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-de-la-rioja-619-lomas-de-la-rioja-veracruz-29390017#pagina=3&tipos=casas-venta&area=veracruz&pos=12,217,3,3
"Casa en venta en Veracruz en Lomas de Río Medio #197Int. 265, Col. Lomas Del Rio Medio, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91809, ID: 29195725","$1,290,000 MXN","Casa en venta en Veracruz en Lomas de Río Medio  #197Int. 265, Col. Lomas Del Rio Medio",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-en-lomas-de-rio-medio-197-lomas-del-rio-medio-veracruz-29195725#pagina=3&tipos=casas-venta&area=veracruz&pos=13,152,3,3
"Casa en venta en Veracruz col Graciano Sánchez #165Int. 249, Col. Graciano Sánchez Romo, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 29300296","$4,750,000 MXN","Casa en venta en Veracruz col Graciano Sánchez  #165Int. 249, Col. Graciano Sánchez Romo",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-col-graciano-sanchez-165-graciano-sanchez-romo-veracruz-29300296#pagina=3&tipos=casas-venta&area=veracruz&pos=14,273,4,3
"Casa en venta en Veracruz Fracc Las Palmas Residencial #16Int. 29, Col. Las Palmas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 29967531","$3,390,000 MXN","Casa en venta en Veracruz Fracc Las Palmas Residencial   #16Int. 29, Col. Las Palmas",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-las-palmas-residencial--16-las-palmas-veracruz-29967531#pagina=3&tipos=casas-venta&area=veracruz&pos=15,140,3,3
"Casa en venta en Veracruz Fracc Lomas del Sol #59Int. 297, Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29840895","$4,190,000 MXN","Casa en venta en Veracruz Fracc Lomas del Sol  #59Int. 297, Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-del-sol-59-lomas-del-sol-veracruz-29840895#pagina=3&tipos=casas-venta&area=veracruz&pos=16,200,3,2
"José Vasconcelos 12 A, Col. 8 de Marzo, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94297, ID: 29712725","$1,759,086 MXN","José Vasconcelos 12 A, Col. 8 de Marzo",https://propiedades.com/inmuebles/casa-en-venta-jose-vasconcelos-12-a-8-de-marzo-veracruz-29712725#pagina=3&tipos=casas-venta&area=veracruz&pos=17,137,3,2
"Casa en venta en Veracruz Fracc Punta Tiburón #265Int. 265, Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29224104","$5,450,000 MXN","Casa en venta en Veracruz Fracc Punta Tiburón  #265Int. 265, Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-punta-tiburon-265-punta-tiburon-residencial-marina-y-golf-veracruz-29224104#pagina=3&tipos=casas-venta&area=veracruz&pos=18,280,3,3
"Casa en venta en Veracruz Fracc Costa Verde #167Int. 264, Col. Costa Verde, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94294, ID: 29223966","$4,500,000 MXN","Casa en venta en Veracruz Fracc Costa Verde  #167Int. 264, Col. Costa Verde",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-costa-verde-167-costa-verde-veracruz-29223966#pagina=3&tipos=casas-venta&area=veracruz&pos=19,450,3,4
"Casa en venta en Veracruz Fracc Lomas del Mediterráneo #294Int. 164, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29695924","$3,949,000 MXN","Casa en venta en Veracruz Fracc Lomas del Mediterráneo  #294Int. 164, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-del-mediterraneo-294-las-lomas-residencial-veracruz-29695924#pagina=3&tipos=casas-venta&area=veracruz&pos=20,190,3,3
"HACIENDA SOTAVENTO #ND, Col. Dream Lagoons, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91699, ID: 30044839","$600,000 MXN","HACIENDA SOTAVENTO #ND, Col. Dream Lagoons",https://propiedades.com/inmuebles/casa-en-venta-hacienda-sotavento-nd-dream-lagoons-veracruz-30044839#pagina=3&tipos=casas-venta&area=veracruz&pos=21,50,2,1
"Casa en Preventa en Veracruz Col El Morro #298Int. 164, Col. El Morro las Colonias, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 29881933","$2,890,000 MXN","Casa en Preventa en Veracruz Col El Morro  #298Int. 164, Col. El Morro las Colonias",https://propiedades.com/inmuebles/casa-en-venta-casa-en-preventa-en-veracruz-col-el-morro-298-el-morro-las-colonias-veracruz-29881933#pagina=3&tipos=casas-venta&area=veracruz&pos=22,160,3,2
"Casa en venta en Veracruz Fracc Lomas del Sol #568Int. 298, Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29532257","$3,200,000 MXN","Casa en venta en Veracruz Fracc Lomas del Sol  #568Int. 298, Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-del-sol-568-lomas-del-sol-veracruz-29532257#pagina=3&tipos=casas-venta&area=veracruz&pos=24,220,3,2
"Casa en venta en Fracc Punto Lomas Riviera Veracruzana #168Int. 265, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29403618","$4,100,000 MXN","Casa en venta en Fracc Punto Lomas Riviera Veracruzana  #168Int. 265, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-fracc-punto-lomas-riviera-veracruzana-168-las-lomas-residencial-veracruz-29403618#pagina=3&tipos=casas-venta&area=veracruz&pos=25,215,3,3
"Casa en venta en Veracruz Fracc Lomas Diamante #165Int. 824, Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29311018","$7,800,000 MXN","Casa en venta en Veracruz Fracc Lomas Diamante  #165Int. 824, Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-diamante-165-lomas-diamante-veracruz-29311018#pagina=3&tipos=casas-venta&area=veracruz&pos=27,335,4,4
"Casa en venta en Veracruz Fracc Lomas Diamante con Alberca #264Int. 198, Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29470029","$5,490,000 MXN","Casa en venta en Veracruz Fracc Lomas Diamante con Alberca  #264Int. 198, Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-diamante-con-alberca-264-lomas-diamante-veracruz-29470029#pagina=3&tipos=casas-venta&area=veracruz&pos=28,275,3,4
"Casa en venta en Veracruz Fracc Lomas de la Rioja #164Int. 937, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29353342","$3,470,000 MXN","Casa en venta en  Veracruz Fracc Lomas de la Rioja  #164Int. 937, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-de-la-rioja-164-lomas-de-la-rioja-veracruz-29353342#pagina=3&tipos=casas-venta&area=veracruz&pos=29,180,3,2
"Casa en venta en Veracruz Fracc Las Palmas #264Int. 917, Col. Las Palmas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 29440487","$5,800,000 MXN","Casa en venta en Veracruz Fracc Las Palmas  #264Int. 917, Col. Las Palmas",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-las-palmas-264-las-palmas-veracruz-29440487#pagina=3&tipos=casas-venta&area=veracruz&pos=30,320,3,4
"Casa en venta en Veracruz Fracc Residencial Palmas #265Int. 164, Col. Las Palmas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 29464867","$5,850,000 MXN","Casa en venta en Veracruz Fracc Residencial Palmas  #265Int. 164, Col. Las Palmas",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-residencial-palmas-265-las-palmas-veracruz-29464867#pagina=3&tipos=casas-venta&area=veracruz&pos=31,313,3,4
"Casa en venta en Veracruz Fracc Lomas Diamante #165Int. 249, Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29300778","$8,280,000 MXN","Casa en venta en Veracruz Fracc Lomas Diamante  #165Int. 249, Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-diamante-165-lomas-diamante-veracruz-29300778#pagina=3&tipos=casas-venta&area=veracruz&pos=32,500,4,4
"Casa en venta Veracruz con alberca Fracc Playas del Conchal #265Int. 165, Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29299739","$8,925,000 MXN","Casa en venta Veracruz con alberca Fracc Playas del Conchal #265Int. 165, Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-veracruz-con-alberca-fracc-playas-del-conchal-265-playas-de-conchal-veracruz-29299739#pagina=3&tipos=casas-venta&area=veracruz&pos=33,385,3,5
